"TargetFile","Key","SourceEnglish","ProposedMalay","Status","Note"
"lang\ms_MY\members.lang","WelcomeEMail","Welcome email","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","XExternalUserCreated","%s external user(s) created","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","XMembersClosed","%s member(s) closed","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","XSubsriptionCreated","%s subscription(s) created","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","XSubsriptionErrors","%s subscription(s) where in error","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YouMayFindYourInvoiceInThisEmail","You may find your invoice attached to this email","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YourMembershipRequestWasReceived","Your membership was received.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YourMembershipWasCanceled","Your membership was canceled","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YourMembershipWasValidated","Your membership was validated","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YourSubscriptionWasRecorded","Your new contribution was recorded","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\products.lang","ActionAvailableOnVariantProductOnly","Action only available on the variant of product","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\products.lang","AddCustomerPrice","Add price by customer","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\products.lang","AddUpdater","Add Updater","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\products.lang","AddVariable","Add Variable","","needs_translation","Direct en_US vs ms_MY gap"
